fid,pct_arbo,pct_mato,pct_herb,pct_suelo,pct_querc,pct_conif,pct_eu,pct_ofro,pct_culth,pct_cultl,pct_citri,pct_olivar,pct_vitis,pct_ofrut,pct_agua,pct_edif,pct_vial,pct_zverde,pct_zexver,os_cod_n4,os_des_n4,os_cod_n3,os_des_n3,os_cod_n2,os_des_n2,os_cod_n1,os_des_n1,cd_prov,Humedal,_N,_SIOSE,_COD_95,_Usos MUCV,_COD_NUEVO,USOS_CHERB,COD_CHERB,USOS_DEFIN,USOS_GENER,COD_GENERA,COD_PRESIO,NOMBRE_HUM,COD_IHA,USOShum_ha,HUM_ha,BUF_ha
967592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,119,PolÃ­gono industrial ordenado,3002,Zonas industriales,12,Industrial,1,Artificial,4,IHA611010,10,ZONAS INDUSTRIALES Y COMERCIALES,"121",Poligono industrial ordenado,2,,,Zonas industriales y comerciales,Urbano e infraestructuras,1,5,Ribera de la Algaida,IHA611010,16.819527,0.000000,16.819527
1270382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,65,0,0,2000,Ensanche,11,Urbano mixto,11,Urbano mixto,1,Artificial,4,IHA611010,7,TEJIDO URBANO,"439",Ensanche,1,,,Tejido urbano,Urbano e infraestructuras,1,5,Ribera de la Algaida,IHA611010,7.064694,0.000000,7.064694
979291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,345,Balsa de riego o ganadera,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611010,51,BALSAS DE RIEGO Y GANADERAS,"345",Balsa de riego o ganadera,13,,,Masas de agua artificial,Zonas humedas,3,4,Ribera de la Algaida,IHA611010,0.196637,0.000000,0.196637
1239423,0,15,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,Suelo desnudo,945,Suelo desnudo,47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611010,80,ROQUEDOS Y SUELO DESNUDO,"932",Suelo desnudo,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Ribera de la Algaida,IHA611010,29.652424,15.666819,13.985605
1275645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,2005,Zona verde ajardinadaÂ ,3001,Zonas verdes urbanas,11,Urbano mixto,1,Artificial,4,IHA611010,33,ZONAS VERDES Y ESPACIOS DE OCIO,"191",Zona verde ajardinada ,6,,,Zonas verdes y espacios de ocio,Urbano e infraestructuras,1,3,Ribera de la Algaida,IHA611010,7.857087,0.000952,7.856135
1287676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,131,Red viaria,3005,Redes viarias y ferroviarias,15,Infraestructuras de transporte,1,Artificial,4,IHA611004,15,INFRAESTRUCTURAS DE COMUNICACIONES,"131",Red viaria,3,,,Infraestructuras de comunicaciones,Urbano e infraestructuras,1,5,Ribera de la Algaida,IHA611010,12.692254,1.032563,11.659691
1242404,0,0,0,0,0,0,0,0,0,95,0,0,0,95,0,5,0,0,0,997,Otros cultivos leÃ±osos,3011,Frutales no cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,4,IHA611010,58,OTROS CULTIVOS LEÑOSOS EN REGADIO,"997",Otros cultivos leñosos,15,,,Leñoso regadio,Agrario,4,3,Ribera de la Algaida,IHA611010,0.618504,0.000000,0.618504
1236875,0,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,Ramblas,3022,RÃ­os y cauces con y sin vegetaciÃ³n asociada,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611010,41,RIOS Y CAUCES,NA,Ramblas,10,,,"Rios, cauces o ramblas",Zonas humedas,3,1,Ribera de la Algaida,IHA611010,2.289839,0.372925,1.916914
1306147,0,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,RÃ­os y cauces nat: otras formas riparias,3022,RÃ­os y cauces con y sin vegetaciÃ³n asociada,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611010,46,VEGETACION RIPARIA,"317",Rios y cauces nat: otras formas riparias,11,,,Vegetacion riparia,Zonas humedas,3,1,Ribera de la Algaida,IHA611010,3.074827,3.025415,0.049412
1185418,0,50,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,Matorral disperso con pasto y roca o suelo,41,Matorral,41,Matorral,4,Forestal,4,IHA611010,74,MATORRAL DISPERSO CON PASTO Y ROCA O SUELO,"917",Matorral disperso con pasto y roca o suelo,20,,,Vegetacion natural,Cobertura vegetal y suelos,5,1,Ribera de la Algaida,IHA611010,50.991018,17.386993,33.604025
992062,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,403,Invernadero de estructura permanente,22,Invernaderos,22,Invernaderos,2,AgrÃ­cola,4,IHA611010,55,CULTIVOS FORZADOS BAJO PLASTICO,"423",Invernadero de estructura permanente,17,,,Invernaderos,Agrario invernaderos,2,5,Ribera de la Algaida,IHA611010,30.145550,0.000000,30.145550
1275926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2007,Zona de extracciÃ³n o vertido,151,Zonas mineras,14,ExtracciÃ³n minera,1,Artificial,4,IHA611010,24,ZONAS MINERAS,"151",Zona de extraccion o vertido,5,,,"Zonas mineras, escombreras o de vertido",Urbano e infraestructuras,1,5,Ribera de la Algaida,IHA611010,0.033579,0.000000,0.033579
1284357,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311,Playas,3018,"Playas, dunas, acantilados y arenales",47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611010,78,"PLAYAS, DUNAS Y ARENALES","931",Playas,22,,,"Playas, dunas y arenales",Cobertura vegetal y suelos,5,1,Ribera de la Algaida,IHA611010,51.942807,36.444198,15.498609
973169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,45,20,0,0,203,Salinas industriales,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611010,38,SALINAS,"225",Salinas industriales,8,,,Salinas,Zonas humedas,3,1,Ribera de la Algaida,IHA611010,31.073995,0.000000,31.073995
1085358,10,30,30,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,730,Matorral disperso arbolado: eucaliptos,3014,Matorrales con arbolado puro,45,Matorrales con arbolado,4,Forestal,4,IHA611010,66,MATORRAL DISP. ARBOLADO: EUCALIPTOS,"730",Matorral disperso arbolado: eucaliptos,21,,,Vegetación con eucaliptos,Cobertura vegetal y suelos,5,2,Ribera de la Algaida,IHA611010,2.307089,0.000000,2.307089
1473881,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,460,Frutales de cÃ¡scara,3011,Frutales no cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,18,IHA614023,54,OTROS CULTIVOS LEÑOSOS EN SECANO,"419",Frutales de cascara,14,,,Leñoso secano,Agrario,4,3,Barranco del Agua,IHA614023,0.237786,0.000000,0.237786
1718116,0,45,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,RÃ­os y cauces nat: otras formas riparias,3022,RÃ­os y cauces con y sin vegetaciÃ³n asociada,51,Zonas hÃºmedas,5,Zonas hÃºmedas,18,IHA614023,46,VEGETACION RIPARIA,"317",Rios y cauces nat: otras formas riparias,11,,,Vegetacion riparia,Zonas humedas,3,1,Barranco del Agua,IHA614023,9.775815,5.746991,4.028824
1420920,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,405,Cultivo herbÃ¡ceo distinto de arroz,21,Cultivos herbÃ¡ceos,21,Cultivos herbÃ¡ceos,2,AgrÃ­cola,18,IHA614023,52,AREAS AGRICOLAS HOMOGENEAS,"-",Cultivo herbaceo distinto de arroz,18,Herbaceo secano,16,Cultivos herbaceos,Agrario,4,3,Barranco del Agua,IHA614023,70.706915,0.608913,70.098002
1708877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,182,VÃ­a de comunicaciÃ³n no asfaltada,3005,Redes viarias y ferroviarias,15,Infraestructuras de transporte,1,Artificial,18,IHA614023,16,INFRAESTRUCTURAS DE COMUNICACIONES,"131",Via de comunicacion no asfaltada,3,,,Infraestructuras de comunicaciones,Urbano e infraestructuras,1,5,Barranco del Agua,IHA614023,1.039407,0.019926,1.019481
1356485,0,15,56,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,"Pastizal con claros (roca, suelo)",35,Pastizal,35,Pastizal,4,Forestal,18,IHA614023,76,"PASTIZAL CON CLAROS (ROCA, SUELO)","925","Pastizal con claros (roca, suelo)",20,,,Vegetacion natural,Cobertura vegetal y suelos,5,1,Barranco del Agua,IHA614023,235.808186,9.014179,226.794007
1678197,0,0,5,0,0,0,0,0,0,95,0,0,0,95,0,0,0,0,0,997,Otros cultivos leÃ±osos,3011,Frutales no cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,18,IHA614023,58,OTROS CULTIVOS LEÑOSOS EN REGADIO,"997",Otros cultivos leñosos,15,,,Leñoso regadio,Agrario,4,3,Barranco del Agua,IHA614023,2.857912,0.000000,2.857912
1356949,0,15,25,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,Ãreas con fuertes procesos erosivos,945,Suelo desnudo,47,Zonas sin vegetaciÃ³n,4,Forestal,18,IHA614023,81,AREAS CON FUERTES PROCESOS EROSIVOS,"933",areas con fuertes procesos erosivos,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Barranco del Agua,IHA614023,11.846331,0.000000,11.846331
1414282,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,405,Cultivo herbÃ¡ceo distinto de arroz,21,Cultivos herbÃ¡ceos,21,Cultivos herbÃ¡ceos,2,AgrÃ­cola,18,IHA614025,52,AREAS AGRICOLAS HOMOGENEAS,"-",Cultivo herbaceo distinto de arroz,18,Herbaceo regadio,18,Cultivos herbaceos,Agrario,4,3,Humedales de Baza,IHA614025,254.930680,14.289589,240.641091
1370383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,113,AgrÃ­cola/ganadero,113,"Instalaciones agrÃ­cola, ganadera",12,Industrial,1,Artificial,18,IHA614025,22,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Agricola/ganadero,19,,,Areas agrarias heterogeneas,Agrario,4,3,Humedales de Baza,IHA614025,1.598883,0.000000,1.598883
1697369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,154,Instalaciones de conducciÃ³n de agua,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,18,IHA614025,18,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Instalaciones de conduccion de agua,4,,,Otras infraestructuras tecnicas,Urbano e infraestructuras,1,5,Humedales de Baza,IHA614025,2.770688,0.408404,2.362284
1445057,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,416,Olivar,416,Olivares,23,Cultivos leÃ±osos,2,AgrÃ­cola,18,IHA614025,53,OLIVAR EN SECANO,"415",Olivar,14,,,Leñoso secano,Agrario,4,3,Humedales de Baza,IHA614025,103.345218,0.021781,103.323437
1085951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,182,VÃ­a de comunicaciÃ³n no asfaltada,3005,Redes viarias y ferroviarias,15,Infraestructuras de transporte,1,Artificial,18,IHA614009,16,INFRAESTRUCTURAS DE COMUNICACIONES,"131",Via de comunicacion no asfaltada,3,,,Infraestructuras de comunicaciones,Urbano e infraestructuras,1,5,Humedales de Baza,IHA614025,8.905276,0.012156,8.893120
1385304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,345,Balsa de riego o ganadera,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,18,IHA614025,51,BALSAS DE RIEGO Y GANADERAS,"345",Balsa de riego o ganadera,13,,,Masas de agua artificial,Zonas humedas,3,4,Humedales de Baza,IHA614025,3.036689,0.000072,3.036617
1354687,0,10,85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,Pastizal continuo,35,Pastizal,35,Pastizal,4,Forestal,18,IHA614025,75,PASTIZAL CONTINUO,"921",Pastizal continuo,20,,,Vegetacion natural,Cobertura vegetal y suelos,5,1,Humedales de Baza,IHA614025,102.382799,54.452415,47.930384
1643436,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,Suelo desnudo,945,Suelo desnudo,47,Zonas sin vegetaciÃ³n,4,Forestal,18,IHA614025,80,ROQUEDOS Y SUELO DESNUDO,"932",Suelo desnudo,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Humedales de Baza,IHA614025,16.771031,0.017697,16.753334
1380625,10,20,20,0,0,0,0,10,0,0,0,0,0,0,50,0,0,0,0,200,VegetaciÃ³n lagunar,3021,Otras zonas hÃºmedas naturales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,18,IHA614025,44,VEGETACION RIPARIA,"331",Vegetacion lagunar,11,,,Vegetacion riparia,Zonas humedas,3,1,Humedales de Baza,IHA614025,0.139975,0.000000,0.139975
1678127,0,0,0,98,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,997,Otros cultivos leÃ±osos,3011,Frutales no cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,18,IHA614025,58,OTROS CULTIVOS LEÑOSOS EN REGADIO,"997",Otros cultivos leñosos,15,,,Leñoso regadio,Agrario,4,3,Humedales de Baza,IHA614025,23.957935,0.000280,23.957655
1229736,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,Suelo desnudo,945,Suelo desnudo,47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611017,80,ROQUEDOS Y SUELO DESNUDO,"932",Suelo desnudo,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Ri­o Antas,IHA611017,22.429239,1.937406,20.491833
970201,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,40,151,Zonas mineras,151,Zonas mineras,14,ExtracciÃ³n minera,1,Artificial,4,IHA611017,23,ZONAS MINERAS,"151",Zonas mineras,5,,,"Zonas mineras, escombreras o de vertido",Urbano e infraestructuras,1,5,Ri­o Antas,IHA611017,6.822409,0.055342,6.767067
1097116,35,10,20,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,830,Pastizal arbolado: eucaliptos,3016,Pastizales con arbolado puro,46,Pastizales con arbolado,4,Forestal,4,IHA611017,70,PASTIZAL ARBOLADO: EUCALIPTOS,"830",Pastizal arbolado: eucaliptos,21,,,Vegetación con eucaliptos,Cobertura vegetal y suelos,5,2,Ri­o Antas,IHA611017,0.831879,0.000000,0.831879
1275772,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2005,Zona verde ajardinadaÂ ,3001,Zonas verdes urbanas,11,Urbano mixto,1,Artificial,4,IHA611017,33,ZONAS VERDES Y ESPACIOS DE OCIO,"191",Zona verde ajardinada ,6,,,Zonas verdes y espacios de ocio,Urbano e infraestructuras,1,3,Ri­o Antas,IHA611017,13.771416,0.219096,13.552320
973173,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,Marisma con vegetaciÃ³n,3021,Otras zonas hÃºmedas naturales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611017,34,MARISMA CON VEGETACION,"211",Marisma con vegetacion,7,,,Marisma,Zonas humedas,3,1,Ri­o Antas,IHA611017,19.221588,10.563011,8.658577
1301656,0,0,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,RÃ­os y cauces nat: otras formas riparias,3022,RÃ­os y cauces con y sin vegetaciÃ³n asociada,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611017,46,VEGETACION RIPARIA,"317",Rios y cauces nat: otras formas riparias,11,,,Vegetacion riparia,Zonas humedas,3,1,Ri­o Antas,IHA611017,35.828615,26.236105,9.592510
968201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,15,0,0,125,Complejo comercial y/o de ocio,3003,"Servicios, comercial y oficinas",11,Urbano mixto,1,Artificial,4,IHA611017,13,ZONAS INDUSTRIALES Y COMERCIALES,"111",Complejo comercial y/o de ocio,2,,,Zonas industriales y comerciales,Urbano e infraestructuras,1,5,Ri­o Antas,IHA611017,0.198416,0.000000,0.198416
1004596,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,405,Cultivo herbÃ¡ceo distinto de arroz,21,Cultivos herbÃ¡ceos,21,Cultivos herbÃ¡ceos,2,AgrÃ­cola,4,IHA611017,52,AREAS AGRICOLAS HOMOGENEAS,"-",Cultivo herbaceo distinto de arroz,18,Herbaceo secano,16,Cultivos herbaceos,Agrario,4,3,Ri­o Antas,IHA611017,128.249803,0.959979,127.289824
1102381,0,55,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,Matorral denso,41,Matorral,41,Matorral,4,Forestal,4,IHA611017,72,MATORRAL DENSO,"911",Matorral denso,20,,,Vegetacion natural,Cobertura vegetal y suelos,5,1,Ri­o Antas,IHA611017,111.504997,2.264528,109.240469
970291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,152,Depuradoras y potabilizadoras,3008,Infraestructuras de residuos,16,Infraestructuras tÃ©cnicas,1,Artificial,4,IHA611017,19,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Depuradoras y potabilizadoras,4,,,Otras infraestructuras tecnicas,Urbano e infraestructuras,1,5,Ri­o Antas,IHA611017,5.252025,0.000000,5.252025
1285661,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9312,Dunas y arenales costeros,3018,"Playas, dunas, acantilados y arenales",47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611017,79,"PLAYAS, DUNAS Y ARENALES","931",Dunas y arenales costeros,22,,,"Playas, dunas y arenales",Cobertura vegetal y suelos,5,1,Ri­o Antas,IHA611017,6.074098,0.062638,6.011460
1038405,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,431,CÃ­tricos,431,Frutales cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,4,IHA611017,57,CITRICOS,"431",Citricos,15,,,Leñoso regadio,Agrario,4,3,Ri­o Antas,IHA611017,44.075217,1.459030,42.616187
964875,0,40,15,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,10,113,AgrÃ­cola/ganadero,113,"Instalaciones agrÃ­cola, ganadera",12,Industrial,1,Artificial,4,IHA611017,22,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Agricola/ganadero,19,,,Areas agrarias heterogeneas,Agrario,4,3,Ri­o Antas,IHA611017,5.091777,0.000000,5.091777
1291697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,182,VÃ­a de comunicaciÃ³n no asfaltada,3005,Redes viarias y ferroviarias,15,Infraestructuras de transporte,1,Artificial,4,IHA611017,16,INFRAESTRUCTURAS DE COMUNICACIONES,"131",Via de comunicacion no asfaltada,3,,,Infraestructuras de comunicaciones,Urbano e infraestructuras,1,5,Ri­o Antas,IHA611017,20.878774,0.645775,20.232999
1241476,0,20,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,Ramblas,3022,RÃ­os y cauces con y sin vegetaciÃ³n asociada,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611017,41,RIOS Y CAUCES,NA,Ramblas,10,,,"Rios, cauces o ramblas",Zonas humedas,3,1,Ri­o Antas,IHA611017,8.960590,6.302849,2.657741
1032357,0,0,30,0,0,0,0,0,60,10,0,10,0,0,0,0,0,0,0,416,Olivar,416,Olivares,23,Cultivos leÃ±osos,2,AgrÃ­cola,4,IHA611017,53,OLIVAR EN SECANO,"415",Olivar,14,,,Leñoso secano,Agrario,4,3,Ri­o Antas,IHA611017,0.037210,0.000000,0.037210
986866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,345,Balsa de riego o ganadera,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611017,51,BALSAS DE RIEGO Y GANADERAS,"345",Balsa de riego o ganadera,13,,,Masas de agua artificial,Zonas humedas,3,4,Ri­o Antas,IHA611017,1.723754,0.040813,1.682941
960161,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,45,30,0,0,101,Casco,11,Urbano mixto,11,Urbano mixto,1,Artificial,4,IHA611017,2,TEJIDO URBANO,"111",Casco,1,,,Tejido urbano,Urbano e infraestructuras,1,5,Ri­o Antas,IHA611017,64.015197,0.256220,63.758977
1066070,75,0,0,25,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,530,FormaciÃ³n arbolada: eucaliptos,530,Bosque de eucaliptos,42,Bosque,4,Forestal,4,IHA611018,61,FOR. ARBOL. DENSA: EUCALIPTOS,"530",Formacion arbolada: eucaliptos,21,,,Vegetación con eucaliptos,Cobertura vegetal y suelos,5,2,Salar de los Canos,IHA611018,0.262710,0.000000,0.262710
957482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,15,0,0,101,Casco,11,Urbano mixto,11,Urbano mixto,1,Artificial,4,IHA611018,2,TEJIDO URBANO,"111",Casco,1,,,Tejido urbano,Urbano e infraestructuras,1,5,Salar de los Canos,IHA611018,105.487168,0.000000,105.487168
1285664,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9312,Dunas y arenales costeros,3018,"Playas, dunas, acantilados y arenales",47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611017,79,"PLAYAS, DUNAS Y ARENALES","931",Dunas y arenales costeros,22,,,"Playas, dunas y arenales",Cobertura vegetal y suelos,5,1,Salar de los Canos,IHA611018,15.149647,0.370872,14.778775
1004718,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,405,Cultivo herbÃ¡ceo distinto de arroz,21,Cultivos herbÃ¡ceos,21,Cultivos herbÃ¡ceos,2,AgrÃ­cola,4,IHA611018,52,AREAS AGRICOLAS HOMOGENEAS,"-",Cultivo herbaceo distinto de arroz,18,Herbaceo secano,16,Cultivos herbaceos,Agrario,4,3,Salar de los Canos,IHA611018,2.896779,0.000000,2.896779
1213879,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,Zonas sin vegetaciÃ³n por roturaciÃ³n,3019,Suelo desestructurado,47,Zonas sin vegetaciÃ³n,4,Forestal,4,IHA611018,82,ZONAS SIN VEGETACION POR ROTURACION,"935",Zonas sin vegetacion por roturacion,23,,,Areas con fuertes procesos erosivos,Cobertura vegetal y suelos,5,1,Salar de los Canos,IHA611018,54.568968,15.018369,39.550599
968196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,125,Complejo comercial y/o de ocio,3003,"Servicios, comercial y oficinas",11,Urbano mixto,1,Artificial,4,IHA611018,13,ZONAS INDUSTRIALES Y COMERCIALES,"111",Complejo comercial y/o de ocio,2,,,Zonas industriales y comerciales,Urbano e infraestructuras,1,5,Salar de los Canos,IHA611018,1.791184,0.000000,1.791184
961330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,5,5,113,AgrÃ­cola/ganadero,113,"Instalaciones agrÃ­cola, ganadera",12,Industrial,1,Artificial,4,IHA611018,22,OTRAS INFRAESTRUCTURAS TECNICAS,"141",Agricola/ganadero,19,,,Areas agrarias heterogeneas,Agrario,4,3,Salar de los Canos,IHA611018,0.543077,0.000000,0.543077
1055904,0,25,21,31,0,0,0,0,0,23,0,0,0,23,0,0,0,0,0,460,Frutales de cÃ¡scara,3011,Frutales no cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,4,IHA611018,54,OTROS CULTIVOS LEÑOSOS EN SECANO,"419",Frutales de cascara,14,,,Leñoso secano,Agrario,4,3,Salar de los Canos,IHA611018,1.449058,0.000000,1.449058
1287680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,131,Red viaria,3005,Redes viarias y ferroviarias,15,Infraestructuras de transporte,1,Artificial,4,IHA611017,15,INFRAESTRUCTURAS DE COMUNICACIONES,"131",Red viaria,3,,,Infraestructuras de comunicaciones,Urbano e infraestructuras,1,5,Salar de los Canos,IHA611018,33.512562,0.506916,33.005646
1038468,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,431,CÃ­tricos,431,Frutales cÃ­tricos,23,Cultivos leÃ±osos,2,AgrÃ­cola,4,IHA611018,57,CITRICOS,"431",Citricos,15,,,Leñoso regadio,Agrario,4,3,Salar de los Canos,IHA611018,12.990922,0.000000,12.990922
919921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,345,Balsa de riego o ganadera,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611018,51,BALSAS DE RIEGO Y GANADERAS,"345",Balsa de riego o ganadera,13,,,Masas de agua artificial,Zonas humedas,3,4,Salar de los Canos,IHA611018,1.130615,0.818618,0.311997
1079240,5,40,20,35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,725,Matorral disperso arbolado: conÃ­feras. disperso,3014,Matorrales con arbolado puro,45,Matorrales con arbolado,4,Forestal,4,IHA611018,65,MATORRAL DISP. ARBOLADO: CONIFERAS. DISPERSO,"725",Matorral disperso arbolado: coniferas. disperso,20,,,Vegetacion natural,Cobertura vegetal y suelos,5,1,Salar de los Canos,IHA611018,106.032802,40.698474,65.334328
997848,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,404,Invernadero de estructura itinerante o temporal,22,Invernaderos,22,Invernaderos,2,AgrÃ­cola,4,IHA611018,56,CULTIVOS FORZADOS BAJO PLASTICO,"423",Invernadero de estructura itinerante o temporal,17,,,Invernaderos,Agrario invernaderos,2,5,Salar de los Canos,IHA611018,0.116141,0.000000,0.116141
972716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,177,"Parques, plazas, jardines, paseos marÃ­timos",3001,Zonas verdes urbanas,11,Urbano mixto,1,Artificial,4,IHA611018,32,ZONAS VERDES Y ESPACIOS DE OCIO,"191","Parques, plazas, jardines, paseos maritimos",6,,,Zonas verdes y espacios de ocio,Urbano e infraestructuras,1,3,Salar de los Canos,IHA611018,6.950265,0.000000,6.950265
1264773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,35,0,2008,LÃ¡mina de agua artificial,3020,Zonas hÃºmedas artificiales,51,Zonas hÃºmedas,5,Zonas hÃºmedas,4,IHA611018,48,CANALES ARTIFICIALES,"321",Lamina de agua artificial,10,,,"Rios, cauces o ramblas",Zonas humedas,3,1,Salar de los Canos,IHA611018,0.186048,0.000000,0.186048
